satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department,salary
0.24,0.58,three,184.0,5+,yes,no,no,technical,medium
0.66,0.87,four,139.0,3+,no,no,no,technical,medium
0.55,0.95,four,249.0,4+,no,no,no,technical,medium
0.91,0.66,three,168.0,3+,no,no,no,technical,medium
0.59,0.51,two,145.0,5+,no,no,no,technical,medium
0.74,0.54,five,221.0,3+,no,no,no,technical,medium
0.43,0.51,two,123.0,3+,no,no,no,technical,medium
0.85,0.99,six,153.0,6+,no,no,no,technical,medium
0.46,0.54,three,183.0,4+,no,no,no,technical,medium
0.48,0.56,four,271.0,3+,no,no,no,technical,high
0.96,1.0,four,167.0,2+,yes,no,no,technical,low
0.55,0.9,four,177.0,3+,no,no,no,support,medium
0.82,0.74,three,256.0,3+,yes,no,no,support,medium
0.24,0.65,three,143.0,4+,no,no,no,support,medium
0.69,0.71,three,241.0,3+,no,no,no,support,medium
0.29,0.68,four,210.0,3+,no,no,no,support,low
0.53,0.7,four,155.0,5+,yes,no,no,support,low
0.65,0.77,two,248.0,3+,no,no,no,support,low
0.57,0.53,three,162.0,3+,no,no,no,support,low
0.6,0.5,four,137.0,3+,no,no,no,support,low
0.79,0.55,five,242.0,2+,no,no,no,support,low
0.41,0.5,six,257.0,6+,yes,no,no,support,low
0.79,,five,245.0,3+,yes,no,no,technical,low
0.5,0.8,three,234.0,3+,no,no,no,technical,low
0.8,0.76,four,135.0,2+,no,no,no,technical,low
0.61,0.79,five,269.0,2+,no,no,no,management,low
0.99,0.68,four,238.0,3+,no,no,no,IT,low
0.77,0.86,three,101.0,5+,no,no,no,IT,low
0.7,0.52,five,200.0,2+,yes,no,no,IT,low
0.55,0.87,three,241.0,4+,no,no,no,IT,low
0.87,0.63,three,143.0,3+,yes,no,no,IT,low
0.97,0.6,three,169.0,2+,yes,no,no,product_mng,low
0.56,0.99,four,270.0,2+,no,no,no,product_mng,low
0.99,0.81,four,246.0,3+,yes,no,no,product_mng,low
0.57,0.66,four,151.0,2+,no,no,no,product_mng,low
1.0,0.84,three,227.0,3+,no,no,no,IT,low
0.97,0.74,three,134.0,3+,yes,no,no,marketing,high
0.81,0.54,four,155.0,4+,no,no,no,accounting,high
0.76,0.48,five,173.0,3+,no,no,no,accounting,high
0.95,0.55,five,134.0,3+,no,no,no,IT,medium
0.81,0.65,three,195.0,2+,no,no,no,IT,medium
0.8,0.65,three,264.0,4+,no,no,no,management,high
0.72,0.57,three,203.0,2+,yes,no,no,marketing,medium
0.68,0.65,three,243.0,2+,no,no,no,sales,medium
0.21,0.61,six,159.0,5+,yes,no,no,accounting,medium
0.46,0.4,three,145.0,2+,no,no,no,support,medium
0.8,0.7,three,238.0,2+,no,no,no,technical,medium
0.57,0.64,four,151.0,2+,no,no,no,management,medium
0.58,0.57,five,205.0,2+,no,no,no,marketing,high
0.91,1.0,four,211.0,3+,no,no,no,marketing,low
0.63,0.67,five,169.0,2+,no,no,no,marketing,medium
0.95,0.86,two,263.0,4+,no,no,no,sales,medium
0.87,0.67,five,143.0,3+,no,no,no,sales,medium
0.22,0.53,five,160.0,4+,yes,no,no,sales,medium
0.95,0.65,five,142.0,2+,yes,no,no,sales,low
0.18,0.5,four,169.0,4+,no,no,no,sales,low
0.87,0.63,five,214.0,3+,no,no,no,sales,low
0.23,0.84,five,131.0,5+,no,no,no,sales,low
0.93,0.69,three,213.0,4+,no,no,no,sales,low
0.58,0.75,four,244.0,4+,no,no,no,sales,low
0.68,0.55,four,169.0,3+,yes,no,no,sales,low
0.76,0.71,four,156.0,3+,no,no,no,sales,low
0.68,0.84,five,161.0,3+,no,no,no,sales,low
0.99,0.47,three,152.0,5+,no,no,no,sales,low
0.64,0.55,three,,2+,no,no,no,sales,low
0.61,0.83,five,269.0,5+,yes,no,no,sales,low
0.51,0.5,five,242.0,2+,no,no,no,sales,low
0.69,0.66,three,113.0,4+,no,no,no,sales,low
0.85,0.6,three,251.0,2+,no,no,no,sales,low
0.55,0.89,six,99.0,3+,no,no,no,sales,low
0.56,0.89,four,263.0,3+,no,no,no,accounting,low
0.69,0.68,four,214.0,4+,no,no,no,accounting,low
0.61,0.46,four,172.0,3+,no,no,no,accounting,low
0.47,0.65,four,172.0,2+,no,no,no,hr,low
0.58,0.79,four,196.0,3+,yes,no,no,hr,low
0.16,0.56,five,152.0,5+,no,no,no,hr,medium
0.53,0.64,two,109.0,3+,no,no,no,hr,medium
0.82,0.82,five,193.0,4+,no,no,no,technical,medium
0.68,0.61,four,227.0,3+,no,no,no,technical,medium
0.6,0.72,three,181.0,2+,no,no,no,technical,medium
0.93,0.44,five,190.0,5+,no,no,no,technical,medium
0.58,0.49,two,107.0,3+,no,no,no,technical,medium
0.61,0.96,four,161.0,3+,yes,no,no,technical,medium
0.74,0.71,four,243.0,3+,no,no,no,technical,medium
0.88,0.91,three,157.0,2+,no,no,no,technical,medium
0.94,0.8,six,147.0,3+,no,no,no,technical,medium
0.44,0.46,three,121.0,3+,no,no,no,technical,medium
0.73,0.52,three,274.0,2+,no,no,no,technical,high
0.9,0.68,four,204.0,4+,yes,no,no,support,low
0.97,0.49,three,199.0,2+,no,no,no,support,medium
0.86,0.96,five,246.0,3+,no,no,no,support,medium
0.81,0.98,three,141.0,3+,no,no,no,support,medium
0.24,0.76,six,213.0,4+,no,no,no,support,medium
0.92,0.97,four,199.0,3+,no,no,no,support,low
0.34,0.62,two,257.0,6+,yes,no,no,support,low
0.95,0.53,four,143.0,3+,no,no,no,support,low
0.94,0.81,three,150.0,2+,no,no,no,support,low
0.54,0.82,three,284.0,2+,yes,no,no,support,low
0.87,0.57,three,149.0,3+,no,no,no,support,low
0.54,0.74,four,160.0,6+,no,no,no,technical,low
0.75,0.49,four,208.0,4+,no,no,no,technical,low
0.88,1.0,three,248.0,3+,no,no,no,technical,medium
0.78,0.86,three,210.0,3+,no,no,no,management,medium
0.88,0.71,five,219.0,2+,no,no,no,IT,medium
0.51,0.94,four,155.0,3+,no,no,no,IT,medium
0.31,0.7,four,182.0,3+,no,no,no,IT,medium
0.22,1.0,six,244.0,3+,no,no,no,IT,medium
0.56,0.83,five,157.0,3+,no,no,no,IT,medium
0.38,0.63,two,182.0,2+,no,no,no,product_mng,medium
0.56,0.47,five,185.0,4+,no,no,no,product_mng,medium
0.55,0.9,four,206.0,3+,no,no,no,product_mng,medium
0.74,0.99,four,156.0,3+,no,no,no,product_mng,medium
0.64,0.92,five,211.0,2+,yes,no,no,IT,medium
0.69,0.91,six,247.0,6+,no,no,no,RandD,medium
0.99,0.54,three,247.0,3+,no,no,no,RandD,medium
0.66,0.75,four,235.0,3+,no,no,no,RandD,medium
0.79,0.93,five,169.0,3+,no,no,no,RandD,medium
0.92,0.54,three,246.0,3+,no,no,no,RandD,medium
0.84,0.49,three,172.0,4+,no,no,no,RandD,medium
0.31,0.59,four,218.0,5+,no,no,no,marketing,medium
0.34,0.52,six,265.0,6+,no,no,no,sales,medium
0.88,0.96,five,173.0,4+,no,no,no,accounting,medium
0.8,0.84,three,195.0,3+,no,no,no,support,medium
0.75,0.92,three,160.0,3+,yes,no,no,technical,medium
0.71,0.7,four,237.0,4+,no,no,no,management,medium
0.66,0.49,three,206.0,2+,no,no,no,marketing,medium
0.54,,six,222.0,5+,no,no,no,marketing,high
0.47,0.4,three,113.0,3+,no,no,no,marketing,high
0.87,0.79,three,244.0,3+,no,no,no,sales,high
0.9,0.52,three,162.0,2+,no,no,no,sales,high
0.51,0.63,three,234.0,2+,no,no,no,sales,high
0.62,0.71,four,168.0,2+,no,no,no,sales,high
0.47,0.43,three,120.0,3+,no,no,no,sales,high
0.59,0.94,five,274.0,2+,no,no,no,sales,high
0.87,0.62,four,202.0,3+,no,no,no,sales,high
0.59,0.97,three,209.0,3+,no,no,no,sales,high
0.87,0.71,six,224.0,6+,no,no,no,sales,high
0.89,0.93,three,168.0,2+,no,no,no,sales,high
0.73,0.68,four,227.0,3+,no,no,no,sales,low
0.79,0.98,three,217.0,3+,no,no,no,sales,low
0.8,0.74,two,205.0,3+,yes,no,no,sales,low
0.73,0.89,five,223.0,3+,no,no,no,sales,low
0.96,0.9,three,175.0,3+,yes,no,no,sales,low
0.66,0.96,three,175.0,2+,no,no,no,sales,low
0.53,0.97,four,254.0,3+,no,no,no,sales,low
0.86,0.56,five,215.0,2+,no,no,no,sales,low
0.92,0.86,three,166.0,4+,no,no,no,sales,low
0.31,0.95,five,205.0,3+,no,no,no,accounting,low
0.69,0.73,four,233.0,2+,no,no,no,accounting,low
0.7,0.83,three,189.0,3+,no,no,no,accounting,low
0.63,0.74,four,202.0,3+,no,no,no,hr,low
0.24,0.53,six,165.0,5+,no,no,no,hr,low
0.13,0.94,four,213.0,5+,yes,no,no,hr,low
0.47,0.41,two,140.0,3+,no,no,no,hr,medium
0.53,0.58,four,251.0,2+,no,no,no,technical,medium
0.96,0.96,five,243.0,3+,no,no,no,technical,medium
0.92,0.88,four,111.0,4+,no,no,no,technical,medium
0.56,0.59,three,178.0,2+,no,no,no,technical,medium
0.51,0.88,five,230.0,4+,no,no,no,technical,medium
0.22,0.85,six,172.0,6+,yes,no,no,technical,medium
0.83,0.92,three,268.0,2+,yes,no,no,technical,medium
0.85,0.48,two,208.0,4+,no,no,no,technical,medium
0.85,0.92,three,188.0,4+,no,no,no,technical,medium
0.85,0.9,five,247.0,2+,no,no,no,technical,medium
0.73,0.82,four,205.0,4+,no,no,no,technical,medium
0.18,0.52,three,213.0,4+,no,no,no,support,high
0.63,0.87,four,145.0,3+,yes,no,no,support,high
0.5,0.48,two,106.0,2+,no,no,no,support,high
0.63,0.47,three,180.0,3+,yes,no,no,support,high
0.15,0.95,,251.0,5+,no,no,no,support,high
0.96,0.69,four,156.0,5+,no,no,no,support,high
0.96,0.91,five,179.0,2+,no,no,no,support,high
0.31,0.51,four,229.0,6+,no,no,no,support,high
0.59,0.49,four,149.0,4+,no,no,no,support,low
0.75,0.98,four,198.0,3+,no,no,no,support,low
0.96,0.51,three,241.0,6+,yes,no,no,support,low
0.69,0.67,four,156.0,3+,no,no,no,technical,low
0.92,0.89,three,220.0,2+,no,no,no,technical,low
0.96,0.82,five,185.0,3+,no,no,no,technical,low
0.67,0.7,four,222.0,3+,no,no,no,management,low
0.49,0.56,three,221.0,3+,yes,no,no,IT,low
0.85,0.65,four,280.0,3+,yes,no,no,IT,medium
0.85,0.53,three,250.0,3+,no,no,no,IT,medium
0.91,0.77,four,167.0,3+,yes,no,no,IT,medium
0.7,0.48,four,238.0,3+,no,no,no,IT,medium
0.98,0.99,four,132.0,2+,no,no,no,product_mng,medium
0.48,0.48,two,245.0,5+,no,no,no,product_mng,medium
0.39,0.6,two,161.0,2+,no,no,no,product_mng,medium
0.66,0.89,three,242.0,3+,no,no,no,product_mng,medium
0.6,0.61,three,104.0,5+,no,no,no,IT,medium
0.88,0.9,four,152.0,4+,no,no,no,RandD,medium
0.85,0.83,three,226.0,2+,no,no,no,RandD,medium
0.76,0.81,three,175.0,3+,no,no,no,RandD,medium
1.0,0.67,five,241.0,4+,no,no,no,RandD,medium
0.79,0.74,two,158.0,3+,no,no,no,RandD,medium
0.63,0.52,five,226.0,4+,no,no,no,marketing,medium
0.5,0.83,two,220.0,2+,yes,no,no,sales,medium
0.83,0.74,four,233.0,3+,no,no,no,accounting,medium
0.71,0.81,three,141.0,3+,no,no,no,support,medium
0.94,0.87,four,157.0,3+,no,no,no,technical,medium
0.56,0.57,two,112.0,4+,no,no,no,management,medium
0.78,0.71,four,216.0,2+,no,no,no,marketing,medium
0.34,0.46,five,131.0,3+,no,no,no,marketing,medium
0.62,0.67,three,212.0,3+,no,no,no,marketing,medium
0.82,0.74,three,163.0,2+,no,no,no,sales,high
0.42,0.5,two,151.0,3+,no,no,no,sales,low
0.51,0.79,three,137.0,3+,no,no,no,sales,medium
0.63,0.78,two,158.0,5+,yes,no,no,sales,medium
0.43,0.81,three,102.0,3+,no,no,no,sales,medium
0.5,0.49,five,256.0,3+,no,no,no,sales,medium
0.81,0.87,four,203.0,2+,no,no,no,sales,medium
0.63,0.7,five,177.0,2+,yes,no,no,sales,medium
0.86,0.7,four,197.0,3+,no,no,no,sales,medium
0.92,0.91,three,202.0,2+,no,no,no,sales,medium
0.72,0.78,three,229.0,2+,no,no,no,sales,medium
0.78,0.63,four,181.0,2+,no,no,no,sales,medium
0.76,0.65,three,254.0,2+,no,no,no,sales,low
0.84,0.63,two,162.0,3+,no,no,no,sales,low
0.78,0.54,four,102.0,3+,no,no,no,sales,low
0.57,0.59,four,197.0,3+,no,no,no,sales,low
0.15,0.42,three,98.0,3+,no,no,no,sales,low
0.69,0.77,three,232.0,2+,no,no,no,sales,low
0.73,0.6,three,252.0,4+,yes,no,no,sales,low
0.96,0.54,five,161.0,3+,yes,no,no,accounting,high
0.91,0.78,four,169.0,4+,no,no,no,accounting,low
0.58,0.97,two,216.0,3+,no,no,no,accounting,high
0.84,0.56,three,266.0,3+,no,no,no,hr,high
0.51,0.58,three,141.0,3+,no,no,no,hr,low
0.71,0.95,four,249.0,3+,no,no,no,hr,low
0.63,0.82,five,268.0,3+,no,no,no,hr,high
0.66,0.51,three,192.0,3+,no,no,no,technical,low
0.5,0.8,six,201.0,5+,no,no,no,technical,medium
0.56,0.89,three,163.0,3+,yes,no,no,technical,high
0.57,0.46,three,167.0,4+,no,no,no,technical,medium
0.7,0.65,five,202.0,3+,yes,no,no,technical,medium
0.84,0.62,five,245.0,4+,no,no,no,technical,medium
0.33,0.59,three,243.0,2+,no,no,no,technical,medium
0.64,0.94,three,204.0,2+,no,no,no,technical,high
0.93,0.54,four,239.0,2+,no,no,no,technical,medium
1.0,0.58,four,229.0,2+,yes,no,no,technical,medium
0.91,0.49,three,213.0,4+,no,no,no,technical,medium
0.56,0.59,five,254.0,4+,no,no,no,support,high
0.62,0.52,six,253.0,4+,no,no,no,support,medium
0.98,0.68,four,253.0,3+,no,no,no,support,high
0.96,0.85,five,211.0,4+,no,no,no,support,low
0.61,0.99,five,98.0,2+,no,no,no,support,medium
0.92,0.66,four,133.0,3+,no,no,no,support,medium
0.58,0.67,five,265.0,3+,no,no,no,support,medium
0.47,0.49,two,112.0,3+,yes,no,no,support,medium
0.87,0.7,three,224.0,3+,no,no,no,support,low
0.8,0.64,five,180.0,2+,no,no,no,support,low
0.54,0.53,three,203.0,2+,no,no,no,support,low
0.14,0.83,six,275.0,6+,no,no,no,technical,low
0.98,0.76,five,168.0,3+,no,no,no,technical,low
0.13,0.58,four,203.0,4+,no,no,no,technical,low
0.64,0.81,three,209.0,3+,no,no,no,management,low
0.91,0.75,three,166.0,2+,no,no,no,IT,low
0.24,0.71,three,187.0,5+,no,no,no,IT,low
0.34,0.42,six,287.0,5+,yes,no,no,IT,low
0.51,0.85,two,248.0,4+,no,no,no,IT,high
0.91,0.7,three,193.0,2+,no,no,no,IT,low
0.86,0.9,four,162.0,3+,no,no,no,product_mng,low
1.0,0.61,three,188.0,4+,no,no,no,product_mng,low
0.37,0.41,six,101.0,3+,no,no,no,product_mng,low
0.46,0.73,six,256.0,4+,no,no,no,product_mng,high
0.86,0.8,five,134.0,2+,no,no,no,IT,low
0.36,0.68,two,126.0,4+,no,no,no,marketing,high
0.52,0.93,two,243.0,3+,no,no,no,accounting,high
0.51,0.73,three,205.0,4+,no,no,no,accounting,high
0.69,0.94,five,259.0,2+,no,no,no,IT,medium
0.67,0.5,five,219.0,3+,no,no,no,IT,medium
0.6,0.99,five,161.0,3+,no,no,no,management,high
0.71,0.57,three,207.0,3+,no,no,no,marketing,medium
0.65,0.79,three,201.0,3+,yes,no,no,sales,high
0.48,0.92,three,234.0,3+,no,no,no,accounting,medium
0.67,0.58,four,158.0,3+,no,no,no,support,medium
0.68,0.63,five,185.0,4+,no,no,no,technical,medium
0.74,0.85,three,176.0,3+,no,no,no,management,medium
0.9,0.77,five,163.0,3+,no,no,no,marketing,medium
0.67,0.83,three,171.0,3+,yes,no,no,marketing,medium
0.64,0.66,five,163.0,4+,no,no,no,marketing,medium
0.54,0.87,four,163.0,3+,no,no,no,sales,medium
0.6,0.73,two,180.0,2+,no,no,no,sales,high
0.72,0.67,three,243.0,3+,no,no,no,sales,low
0.97,0.49,four,213.0,2+,no,no,no,sales,medium
0.99,0.89,three,273.0,2+,no,no,no,sales,medium
0.75,0.93,four,195.0,3+,no,no,no,sales,medium
0.84,0.98,four,246.0,3+,no,no,no,sales,medium
0.76,0.5,three,196.0,3+,yes,no,no,sales,medium
0.96,0.51,five,205.0,2+,yes,no,no,sales,medium
0.12,0.81,four,287.0,6+,no,no,no,sales,medium
0.54,0.79,three,211.0,3+,no,no,no,sales,medium
0.69,0.98,three,261.0,4+,no,no,no,sales,medium
0.77,0.71,five,204.0,3+,no,no,no,sales,high
0.96,0.86,two,163.0,3+,no,no,no,sales,low
0.53,0.62,four,162.0,2+,no,no,no,sales,low
0.54,0.72,four,259.0,2+,yes,no,no,sales,low
0.89,0.64,four,151.0,5+,no,no,no,sales,high
0.52,0.84,two,266.0,2+,no,no,no,sales,low
0.29,0.65,five,110.0,5+,yes,no,no,sales,low
0.93,0.6,four,271.0,3+,no,no,no,accounting,low
0.71,0.68,four,208.0,2+,no,no,no,accounting,high
0.23,0.5,two,150.0,6+,no,no,no,accounting,low
0.89,0.96,three,122.0,4+,no,no,no,hr,low
0.51,0.5,four,246.0,3+,no,no,no,hr,low
0.27,0.64,two,188.0,3+,no,no,no,hr,low
0.9,0.53,three,167.0,3+,no,no,no,hr,low
0.88,0.57,four,261.0,4+,no,no,no,technical,low
0.91,0.83,four,235.0,3+,no,no,no,technical,low
0.65,0.63,four,199.0,2+,no,no,no,technical,medium
0.68,0.5,four,166.0,4+,yes,no,no,technical,medium
0.58,0.63,four,272.0,3+,no,no,no,technical,medium
0.68,0.62,three,158.0,3+,no,no,no,technical,medium
0.59,0.76,three,264.0,3+,no,no,no,technical,medium
0.56,0.57,five,274.0,3+,no,no,no,technical,medium
0.74,0.44,five,169.0,3+,yes,no,no,technical,medium
0.5,0.91,four,148.0,2+,no,no,no,technical,medium
0.85,0.65,four,162.0,2+,no,no,no,technical,medium
0.57,0.48,five,221.0,3+,no,no,no,support,medium
0.89,0.58,three,167.0,3+,no,no,no,support,medium
0.76,0.66,five,206.0,2+,no,no,no,support,medium
0.96,0.7,three,169.0,3+,no,no,no,support,high
0.81,0.68,,179.0,3+,no,no,no,support,low
0.79,0.85,four,100.0,6+,no,no,no,support,medium
0.63,0.66,three,177.0,2+,yes,no,no,support,medium
0.92,0.82,five,252.0,3+,no,no,no,support,medium
0.77,0.74,four,202.0,4+,no,no,no,support,medium
0.73,0.87,four,263.0,2+,no,no,no,support,low
0.74,0.98,four,160.0,2+,no,no,no,support,low
0.8,0.74,five,229.0,3+,yes,no,no,technical,low
0.82,0.85,five,195.0,4+,no,no,no,technical,low
0.48,0.81,three,212.0,2+,no,no,no,technical,low
0.79,0.54,six,190.0,4+,no,no,no,management,low
0.87,0.41,three,219.0,3+,yes,no,no,IT,low
0.96,0.88,two,193.0,2+,no,no,no,IT,low
0.96,0.58,five,197.0,4+,yes,no,no,IT,low
0.69,0.66,three,206.0,2+,no,no,no,IT,low
0.42,0.58,two,140.0,3+,no,no,no,IT,low
0.7,0.76,three,173.0,2+,no,no,no,product_mng,low
0.97,0.76,six,142.0,2+,no,no,no,product_mng,low
0.6,0.59,three,237.0,4+,yes,no,no,product_mng,low
0.63,0.63,five,252.0,2+,no,no,no,product_mng,low
0.65,0.82,four,196.0,2+,no,no,no,IT,low
0.85,0.81,three,205.0,3+,no,no,no,marketing,high
0.54,0.83,three,201.0,3+,no,no,no,accounting,high
0.23,0.74,five,120.0,4+,no,no,no,accounting,high
0.95,0.73,two,187.0,2+,no,no,no,IT,medium
1.0,0.51,five,274.0,4+,no,no,no,IT,medium
0.77,0.93,three,227.0,3+,no,no,no,management,high
0.8,0.53,three,245.0,3+,no,no,no,sales,medium
0.88,0.56,four,243.0,4+,no,no,no,accounting,medium
0.73,0.68,three,132.0,2+,no,no,no,support,medium
0.54,0.9,three,206.0,3+,no,no,no,technical,medium
0.92,0.58,five,205.0,2+,yes,no,no,management,medium
0.14,0.88,three,162.0,4+,no,no,no,marketing,medium
0.65,0.79,five,266.0,3+,no,no,no,marketing,medium
0.17,0.89,five,261.0,5+,no,no,no,marketing,medium
0.18,0.67,five,209.0,4+,no,no,no,sales,medium
0.58,0.5,five,184.0,4+,no,no,no,sales,medium
0.63,0.67,four,229.0,3+,no,no,no,,medium
0.68,0.81,three,180.0,2+,yes,no,no,sales,high
0.91,0.98,five,135.0,3+,no,no,no,sales,low
0.95,0.94,three,174.0,3+,no,no,no,sales,medium
0.89,0.76,two,278.0,2+,no,no,no,sales,medium
0.76,0.76,three,197.0,2+,no,no,no,sales,medium
0.96,0.72,three,157.0,3+,no,no,no,sales,medium
0.78,0.63,four,156.0,3+,no,no,no,sales,low
0.98,0.9,three,186.0,4+,no,no,no,sales,low
0.76,0.42,three,217.0,2+,no,no,no,sales,low
0.63,0.49,five,192.0,2+,no,no,no,sales,low
0.39,0.37,three,127.0,3+,no,no,no,sales,low
0.91,0.67,three,257.0,2+,no,no,no,sales,low
0.8,0.8,four,229.0,4+,no,no,no,sales,low
0.89,0.64,four,274.0,2+,yes,no,no,sales,low
0.75,0.41,five,196.0,4+,no,no,no,sales,low
0.94,0.85,three,137.0,3+,no,no,no,sales,low
0.5,0.75,four,239.0,2+,no,no,no,accounting,low
0.75,0.95,four,177.0,3+,no,no,no,accounting,low
0.84,0.78,five,164.0,3+,no,no,no,accounting,low
0.55,0.81,five,229.0,3+,no,no,no,hr,low
0.59,0.82,three,149.0,3+,no,no,no,hr,low
0.58,0.43,three,224.0,6+,no,no,no,hr,low
0.91,0.59,five,179.0,3+,no,no,no,hr,low
0.43,0.92,five,151.0,4+,no,no,no,technical,low
0.51,0.79,five,222.0,2+,no,no,no,technical,low
0.81,0.96,four,219.0,2+,no,no,no,technical,low
0.72,0.39,three,257.0,3+,no,no,no,technical,low
0.89,0.99,four,258.0,3+,yes,no,no,technical,medium
0.61,0.74,five,185.0,2+,yes,no,no,technical,medium
0.57,0.7,three,248.0,2+,no,no,no,technical,medium
0.74,0.82,five,154.0,2+,no,no,no,technical,medium
0.87,0.64,three,187.0,2+,no,no,no,technical,medium
0.58,0.62,three,182.0,3+,no,no,no,technical,medium
0.63,0.59,three,189.0,3+,no,no,no,technical,medium
0.89,0.85,four,195.0,4+,no,no,no,support,medium
0.49,0.74,two,154.0,3+,no,no,no,support,medium
0.59,0.59,four,244.0,3+,no,no,no,support,medium
0.71,0.99,three,228.0,2+,no,no,no,support,medium
0.58,0.62,three,218.0,3+,no,no,no,support,medium
0.84,0.61,five,202.0,3+,no,no,no,support,high
0.92,0.48,four,208.0,3+,no,no,no,support,low
0.91,0.59,three,266.0,2+,no,no,no,support,medium
0.92,0.78,,177.0,2+,no,no,no,support,medium
0.95,0.65,three,183.0,3+,no,no,no,support,medium
0.53,0.62,four,,3+,no,no,no,support,medium
0.89,0.89,five,179.0,2+,no,no,no,technical,low
0.81,0.84,three,198.0,2+,no,no,no,technical,low
0.78,0.67,five,209.0,3+,no,no,no,technical,low
0.66,0.48,three,203.0,4+,yes,no,no,management,low
0.37,0.71,six,266.0,5+,no,no,no,IT,low
0.55,0.84,four,200.0,4+,no,no,no,IT,low
0.79,0.88,three,195.0,4+,no,no,no,IT,low
0.89,0.83,five,269.0,3+,no,no,no,IT,low
0.54,0.76,five,226.0,2+,no,no,no,IT,low
0.74,0.8,four,200.0,4+,no,no,no,product_mng,low
0.7,0.47,two,176.0,5+,no,no,no,product_mng,low
0.37,0.85,two,185.0,3+,no,no,no,product_mng,low
0.84,0.71,three,179.0,2+,no,no,no,product_mng,low
0.55,0.58,five,208.0,3+,no,no,no,IT,low
0.93,0.79,five,241.0,4+,no,no,no,marketing,high
0.97,0.55,four,166.0,3+,yes,no,no,accounting,high
0.64,0.53,three,216.0,3+,no,no,no,accounting,high
0.62,0.64,four,185.0,2+,no,no,no,IT,medium
0.26,0.91,five,183.0,6+,no,no,no,IT,medium
0.93,0.49,four,255.0,2+,no,no,no,management,high
0.27,0.61,three,213.0,6+,no,no,no,sales,low
0.9,0.63,four,173.0,3+,no,no,no,accounting,medium
0.16,0.7,six,246.0,4+,no,no,no,support,medium
0.75,0.63,three,148.0,4+,no,no,no,technical,medium
0.72,0.74,two,238.0,3+,no,no,no,management,medium
0.68,0.51,three,185.0,3+,no,no,no,marketing,medium
0.13,0.77,four,201.0,5+,no,no,no,marketing,medium
0.96,0.92,three,150.0,2+,no,no,no,marketing,medium
0.71,,four,137.0,3+,no,no,no,sales,medium
0.85,0.66,five,189.0,3+,no,no,no,sales,medium
0.87,0.91,three,229.0,3+,yes,no,no,sales,medium
0.86,0.93,three,199.0,3+,yes,no,no,sales,medium
0.49,0.85,three,250.0,2+,no,no,no,sales,medium
0.99,0.59,five,263.0,3+,no,no,no,sales,high
0.75,0.95,three,268.0,3+,yes,no,no,sales,low
0.61,0.64,three,187.0,2+,no,no,no,sales,medium
0.89,0.84,six,196.0,4+,no,no,no,sales,medium
0.77,0.7,four,232.0,3+,no,no,no,sales,medium
0.7,0.79,three,226.0,4+,no,no,no,sales,medium
0.5,0.58,four,96.0,3+,no,no,no,sales,low
0.61,1.0,four,133.0,4+,no,no,no,sales,low
0.98,0.53,four,214.0,2+,no,no,no,sales,low
0.61,0.77,four,252.0,2+,no,no,no,sales,low
0.85,0.56,three,199.0,4+,no,no,no,sales,low
0.42,0.85,three,150.0,3+,no,no,no,sales,low
0.56,0.75,four,141.0,3+,no,no,no,sales,low
0.88,0.8,four,239.0,3+,no,no,no,sales,low
0.92,0.69,three,139.0,2+,no,no,no,accounting,low
0.85,0.77,three,146.0,4+,no,no,no,accounting,low
0.66,0.74,four,179.0,3+,no,no,no,accounting,low
0.82,0.93,three,160.0,3+,no,no,no,hr,low
0.14,0.58,six,205.0,3+,no,no,no,hr,low
0.6,0.98,five,213.0,3+,no,no,no,hr,low
0.92,0.65,four,260.0,2+,no,no,no,hr,low
0.51,0.72,three,242.0,3+,no,no,no,technical,low
0.85,0.46,three,123.0,5+,yes,no,no,technical,low
0.43,0.84,two,285.0,5+,no,no,no,technical,low
0.98,0.56,three,103.0,5+,no,no,no,technical,medium
0.84,0.55,five,264.0,3+,no,no,no,technical,medium
0.7,0.52,three,227.0,2+,no,no,no,technical,medium
0.82,0.82,five,267.0,2+,no,no,no,technical,medium
0.94,0.67,three,142.0,3+,no,no,no,technical,medium
0.55,0.79,three,254.0,3+,yes,no,no,technical,medium
0.98,0.5,three,251.0,3+,no,no,no,technical,medium
